accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,log_loss,balanced_accuracy,mcc,brier_score,threshold,n,model,training_seconds,inference_seconds_per_row,inference_p50_seconds,inference_p95_seconds,parameters,artifact_bytes,cv_f1_mean,cv_f1_std,cv_roc_auc_mean,cv_recall_mean,bootstrap_f1,bootstrap_roc_auc
0.9990189666448659,0.9975961538461539,1.0,0.9983452840595698,0.9987966305655837,0.9999924684950503,0.9999890146867069,0.005454923026263714,0.9991726420297848,0.9979706486607073,0.0010732169030234218,0.5,3058,MLP,16.75697240000045,6.839267495098225e-05,0.0875432500001807,0.1810229849997541,3649,0,0.9986953331637629,0.0009117211189392219,0.9999889252741984,0.9987959863526322,"{'lower': 0.9972233240777469, 'upper': 1.0}","{'lower': 0.9999770016268908, 'upper': 1.0}"
0.9885546108567691,0.9975328947368421,0.97429718875502,0.9983452840595698,0.9857781389678992,0.9998564583762518,0.9997858245245613,0.0279224906116724,0.9863212364072949,0.9763942373124697,0.007570981979370117,0.5,3058,DNN,27.662161600000218,7.858924133428501e-05,0.09647575000008146,0.15874415000012052,14913,0,0.989682702236528,0.004457696799435126,0.9998693136287766,0.9841456095193211,"{'lower': 0.9806535287601716, 'upper': 0.9900087416762008}","{'lower': 0.9996975137917666, 'upper': 0.9999693801367808}"
0.9669718770438195,0.9650406504065041,0.9534136546184739,0.9762824048538334,0.9591919191919192,0.995404895921247,0.9929944653006183,0.09216119349002838,0.9648480297361537,0.9315022677897459,0.026306625455617905,0.5,3058,RBF,15.823416799999904,6.207491824729714e-05,0.09751765000009982,0.15846338000001198,945,0,0.9657274855328868,0.004166102735414973,0.9971667431921455,0.958654477488691,"{'lower': 0.9517566956672111, 'upper': 0.967743906445043}","{'lower': 0.9940732605493581, 'upper': 0.9968175227400753}"
0.9601046435578809,0.9390148553557467,0.9646586345381526,0.9569773855488142,0.9516640253565769,0.9922806504562098,0.9882015494470274,0.10442326217889786,0.9608180100434833,0.9179515749941534,0.03155478835105896,0.5,3058,CNN_MLP,26.80004689999987,7.077805755404666e-05,0.09990220000008776,0.1427516249999826,1345,0,0.9531572347245065,0.007145076008067602,0.9932041460346159,0.9696932161947689,"{'lower': 0.9437029037531238, 'upper': 0.9603184593484936}","{'lower': 0.9903940220411576, 'upper': 0.994207513024893}"
0.9545454545454546,0.9313572542901716,0.9590361445783132,0.95146166574738,0.9449940641076375,0.9911859240602786,0.9857093800198414,0.11621434986591339,0.9552489051628466,0.9065609128329145,0.03432479500770569,0.5,3058,LSTM_MLP,55.928787300000295,0.00012057462393721121,0.10134395000022778,0.19674057000006542,5441,0,0.9368316034864257,0.0106506226354466,0.9902125149092583,0.9510239554003375,"{'lower': 0.93574916713993, 'upper': 0.9544945740495888}","{'lower': 0.9884501901905385, 'upper': 0.9933823078529128}"
